name,type,url,global_id,description,published_at,publisher,citationHtml,identifier_of_dataverse,name_of_dataverse,citation,publicationStatuses,storageIdentifier,keywords,subjects,fileCount,versionId,versionState,majorVersion,minorVersion,createdAt,updatedAt,contacts,authors,publications,geographicCoverage,dataSources,installation,installation_url
"Lake County, IL",dataset,https://doi.org/10.5072/FK2/XC14NS,doi:10.5072/FK2/XC14NS,"This dataset was developed as part of an Urban Tree Canopy Assessment. As such, it represents a 'top down' mapping perspective in which tree canopy over hanging other features is assigned to the tree canopy class. At the time of its creation this dataset represents the most detailed and accurate land cover dataset for the area based on input data years.",2025-08-20T20:30:49Z,Urban Tree Canopy Assessments (UTC),"Spatial Analysis Lab, 2025, ""Lake County, IL"", <a href=""https://doi.org/10.5072/FK2/XC14NS"" target=""_blank"">https://doi.org/10.5072/FK2/XC14NS</a>, University of Vermont Dataverse, V1",utc,Urban Tree Canopy Assessments (UTC),"Spatial Analysis Lab, 2025, ""Lake County, IL"", https://doi.org/10.5072/FK2/XC14NS, University of Vermont Dataverse, V1",['Published'],file://10.5072/FK2/XC14NS,"['tree canopy', 'tree canopy change', 'landcover', 'Lake County, IL', 'Chicago Region', 'Illinois']",['Earth and Environmental Sciences'],3,45,RELEASED,1,0,2025-08-20T19:15:40Z,2025-08-20T20:30:49Z,"[{'name': 'Paige Brochu', 'affiliation': 'Spatial Analysis Lab University of Vermont'}]",['Spatial Analysis Lab'],,,,uvm,https://dataverse.uvm.edu
"McHenry County, IL",dataset,https://doi.org/10.5072/FK2/EZLLVH,doi:10.5072/FK2/EZLLVH,"This dataset was developed as part of an Urban Tree Canopy Assessment. As such, it represents a 'top down' mapping perspective in which tree canopy over hanging other features is assigned to the tree canopy class. At the time of its creation this dataset represents the most detailed and accurate land cover dataset for the area based on input data years.",2025-08-20T20:31:20Z,Urban Tree Canopy Assessments (UTC),"Spatial Analysis Lab, 2025, ""McHenry County, IL"", <a href=""https://doi.org/10.5072/FK2/EZLLVH"" target=""_blank"">https://doi.org/10.5072/FK2/EZLLVH</a>, University of Vermont Dataverse, V1",utc,Urban Tree Canopy Assessments (UTC),"Spatial Analysis Lab, 2025, ""McHenry County, IL"", https://doi.org/10.5072/FK2/EZLLVH, University of Vermont Dataverse, V1",['Published'],file://10.5072/FK2/EZLLVH,"['tree canopy', 'tree canopy change', 'landcover', 'McHenry County, IL', 'Chicago Region', 'Illinois']",['Earth and Environmental Sciences'],3,46,RELEASED,1,0,2025-08-20T20:10:08Z,2025-08-20T20:31:20Z,"[{'name': 'Paige Brochu', 'affiliation': 'Spatial Analysis Lab University of Vermont'}]",['Spatial Analysis Lab'],,,,uvm,https://dataverse.uvm.edu
"Durham, NC",dataset,https://doi.org/10.5072/FK2/H20TNV,doi:10.5072/FK2/H20TNV,"This dataset was developed as part of an Urban Tree Canopy Assessment. As such, it represents a 'top down' mapping perspective in which tree canopy over hanging other features is assigned to the tree canopy class. At the time of its creation this dataset represents the most detailed and accurate land cover dataset for the area based on input data years.",2025-08-25T19:41:16Z,Urban Tree Canopy Assessments (UTC),"Spatial Analysis Lab, 2025, ""Durham, NC"", <a href=""https://doi.org/10.5072/FK2/H20TNV"" target=""_blank"">https://doi.org/10.5072/FK2/H20TNV</a>, University of Vermont Dataverse, V1",utc,Urban Tree Canopy Assessments (UTC),"Spatial Analysis Lab, 2025, ""Durham, NC"", https://doi.org/10.5072/FK2/H20TNV, University of Vermont Dataverse, V1",['Published'],file://10.5072/FK2/H20TNV,"['tree canopy', 'landcover', 'Durham, NC', 'North Carolina']",['Earth and Environmental Sciences'],2,60,RELEASED,1,0,2025-08-25T14:49:02Z,2025-08-25T19:41:16Z,"[{'name': 'Paige Brochu', 'affiliation': 'Spatial Analysis Lab University of Vermont'}]",['Spatial Analysis Lab'],,,,uvm,https://dataverse.uvm.edu
"Allegheny County, PA",dataset,https://doi.org/10.5072/FK2/EU1ZGN,doi:10.5072/FK2/EU1ZGN,"This dataset was developed as part of an Urban Tree Canopy Assessment. As such, it represents a 'top down' mapping perspective in which tree canopy over hanging other features is assigned to the tree canopy class. At the time of its creation this dataset represents the most detailed and accurate land cover dataset for the area based on input data years.",2025-08-25T19:43:16Z,Urban Tree Canopy Assessments (UTC),"Spatial Analysis Lab, 2025, ""Allegheny County, PA"", <a href=""https://doi.org/10.5072/FK2/EU1ZGN"" target=""_blank"">https://doi.org/10.5072/FK2/EU1ZGN</a>, University of Vermont Dataverse, V1",utc,Urban Tree Canopy Assessments (UTC),"Spatial Analysis Lab, 2025, ""Allegheny County, PA"", https://doi.org/10.5072/FK2/EU1ZGN, University of Vermont Dataverse, V1",['Published'],file://10.5072/FK2/EU1ZGN,"['tree canopy', 'tree canopy change', 'Allegheny County, PA', 'Pennsylvania']",['Earth and Environmental Sciences'],2,63,RELEASED,1,0,2025-08-25T16:58:56Z,2025-08-25T19:43:16Z,"[{'name': 'Paige Brochu', 'affiliation': 'Spatial Analysis Lab University of Vermont'}]",['Spatial Analysis Lab'],,,,uvm,https://dataverse.uvm.edu
"York County, PA",dataset,https://doi.org/10.5072/FK2/SVOHPL,doi:10.5072/FK2/SVOHPL,"This dataset was developed as part of an Urban Tree Canopy Assessment. As such, it represents a 'top down' mapping perspective in which tree canopy over hanging other features is assigned to the tree canopy class. At the time of its creation this dataset represents the most detailed and accurate land cover dataset for the area based on input data years.",2025-08-25T19:44:23Z,Urban Tree Canopy Assessments (UTC),"Spatial Analysis Lab, 2025, ""York County, PA"", <a href=""https://doi.org/10.5072/FK2/SVOHPL"" target=""_blank"">https://doi.org/10.5072/FK2/SVOHPL</a>, University of Vermont Dataverse, V1",utc,Urban Tree Canopy Assessments (UTC),"Spatial Analysis Lab, 2025, ""York County, PA"", https://doi.org/10.5072/FK2/SVOHPL, University of Vermont Dataverse, V1",['Published'],file://10.5072/FK2/SVOHPL,"['tree canopy', 'landcover', 'York County, PA', 'Pennsylvania']",['Earth and Environmental Sciences'],2,64,RELEASED,1,0,2025-08-25T17:29:54Z,2025-08-25T19:44:23Z,"[{'name': 'Paige Brochu', 'affiliation': 'Spatial Analysis Lab University of Vermont'}]",['Spatial Analysis Lab'],,,,uvm,https://dataverse.uvm.edu
"Fort Collins, CO",dataset,https://doi.org/10.5072/FK2/EM7PGJ,doi:10.5072/FK2/EM7PGJ,"This dataset was developed as part of an Urban Tree Canopy Assessment. As such, it represents a 'top down' mapping perspective in which tree canopy over hanging other features is assigned to the tree canopy class. At the time of its creation this dataset represents the most detailed and accurate land cover dataset for the area based on input data years.",2025-08-25T19:46:14Z,Urban Tree Canopy Assessments (UTC),"Spatial Analysis Lab, 2025, ""Fort Collins, CO"", <a href=""https://doi.org/10.5072/FK2/EM7PGJ"" target=""_blank"">https://doi.org/10.5072/FK2/EM7PGJ</a>, University of Vermont Dataverse, V1",utc,Urban Tree Canopy Assessments (UTC),"Spatial Analysis Lab, 2025, ""Fort Collins, CO"", https://doi.org/10.5072/FK2/EM7PGJ, University of Vermont Dataverse, V1",['Published'],file://10.5072/FK2/EM7PGJ,"['tree canopy', 'landcover', 'Fort Collins, CO', 'Colorado']",['Earth and Environmental Sciences'],2,67,RELEASED,1,0,2025-08-25T19:35:24Z,2025-08-25T19:46:14Z,"[{'name': 'Paige Brochu', 'affiliation': 'Spatial Analysis Lab University of Vermont'}]",['Spatial Analysis Lab'],,,,uvm,https://dataverse.uvm.edu
Southern Connecticut Region,dataset,https://doi.org/10.5072/FK2/UPOSXA,doi:10.5072/FK2/UPOSXA,"This dataset was developed as part of an Urban Tree Canopy Assessment. As such, it represents a 'top down' mapping perspective in which tree canopy over hanging other features is assigned to the tree canopy class. At the time of its creation this dataset represents the most detailed and accurate land cover dataset for the area based on input data years.",2025-08-27T17:12:13Z,Urban Tree Canopy Assessments (UTC),"Spatial Analysis Lab, 2025, ""Southern Connecticut Region"", <a href=""https://doi.org/10.5072/FK2/UPOSXA"" target=""_blank"">https://doi.org/10.5072/FK2/UPOSXA</a>, University of Vermont Dataverse, V1",utc,Urban Tree Canopy Assessments (UTC),"Spatial Analysis Lab, 2025, ""Southern Connecticut Region"", https://doi.org/10.5072/FK2/UPOSXA, University of Vermont Dataverse, V1",['Published'],file://10.5072/FK2/UPOSXA,"['tree canopy', 'landcover', 'Southern Connecticut']",['Earth and Environmental Sciences'],2,70,RELEASED,1,0,2025-08-27T17:11:42Z,2025-08-27T17:12:13Z,"[{'name': 'Paige Brochu', 'affiliation': 'Spatial Analysis Lab University of Vermont'}]",['Spatial Analysis Lab'],,,,uvm,https://dataverse.uvm.edu
"Boise, ID",dataset,https://doi.org/10.5072/FK2/TNEFV9,doi:10.5072/FK2/TNEFV9,"This dataset was developed as part of an Urban Tree Canopy Assessment. As such, it represents a 'top down' mapping perspective in which tree canopy over hanging other features is assigned to the tree canopy class. At the time of its creation this dataset represents the most detailed and accurate land cover dataset for the area based on input data years.",2025-08-07T18:05:29Z,Urban Tree Canopy Assessments (UTC),"Spatial Analysis Lab, 2025, ""Boise, ID"", <a href=""https://doi.org/10.5072/FK2/TNEFV9"" target=""_blank"">https://doi.org/10.5072/FK2/TNEFV9</a>, University of Vermont Dataverse, V1",utc,Urban Tree Canopy Assessments (UTC),"Spatial Analysis Lab, 2025, ""Boise, ID"", https://doi.org/10.5072/FK2/TNEFV9, University of Vermont Dataverse, V1",['Published'],file://10.5072/FK2/TNEFV9,"['tree canopy', 'tree canopy change', 'landcover']",['Earth and Environmental Sciences'],3,11,RELEASED,1,0,2025-07-28T18:52:47Z,2025-08-07T18:05:29Z,"[{'name': 'Paige Brochu', 'affiliation': 'Spatial Analysis Lab University of Vermont'}]",['Spatial Analysis Lab'],,,,uvm,https://dataverse.uvm.edu
"Montgomery County, MD",dataset,https://doi.org/10.5072/FK2/J2DVDX,doi:10.5072/FK2/J2DVDX,"This dataset was developed as part of an Urban Tree Canopy Assessment. As such, it represents a 'top down' mapping perspective in which tree canopy over hanging other features is assigned to the tree canopy class. At the time of its creation this dataset represents the most detailed and accurate land cover dataset for the area based on input data years.",2025-08-07T19:35:27Z,Urban Tree Canopy Assessments (UTC),"Spatial Analysis Lab, 2025, ""Montgomery County, MD"", <a href=""https://doi.org/10.5072/FK2/J2DVDX"" target=""_blank"">https://doi.org/10.5072/FK2/J2DVDX</a>, University of Vermont Dataverse, V1",utc,Urban Tree Canopy Assessments (UTC),"Spatial Analysis Lab, 2025, ""Montgomery County, MD"", https://doi.org/10.5072/FK2/J2DVDX, University of Vermont Dataverse, V1",['Published'],file://10.5072/FK2/J2DVDX,"['tree canopy', 'tree canopy change', 'Montgomery County, MD']",['Earth and Environmental Sciences'],3,13,RELEASED,1,0,2025-07-28T20:36:24Z,2025-08-07T19:35:27Z,"[{'name': 'Paige Brochu', 'affiliation': 'Spatial Analysis Lab University of Vermont'}]",['Spatial Analysis Lab'],,,,uvm,https://dataverse.uvm.edu
"Franklin County, OH",dataset,https://doi.org/10.5072/FK2/58VPP8,doi:10.5072/FK2/58VPP8,"This dataset was developed as part of an Urban Tree Canopy Assessment. As such, it represents a 'top down' mapping perspective in which tree canopy over hanging other features is assigned to the tree canopy class. At the time of its creation this dataset represents the most detailed and accurate land cover dataset for the area based on input data years.",2025-08-07T18:04:32Z,Urban Tree Canopy Assessments (UTC),"Spatial Analysis Lab, 2025, ""Franklin County, OH"", <a href=""https://doi.org/10.5072/FK2/58VPP8"" target=""_blank"">https://doi.org/10.5072/FK2/58VPP8</a>, University of Vermont Dataverse, V1",utc,Urban Tree Canopy Assessments (UTC),"Spatial Analysis Lab, 2025, ""Franklin County, OH"", https://doi.org/10.5072/FK2/58VPP8, University of Vermont Dataverse, V1",['Published'],file://10.5072/FK2/58VPP8,"['tree canopy', 'tree canopy change', 'landcover', 'Colombus, OH', 'Franklin County, OH']",['Earth and Environmental Sciences'],3,16,RELEASED,1,0,2025-07-29T15:11:41Z,2025-08-07T18:04:32Z,"[{'name': 'Paige Brochu', 'affiliation': 'Spatial Analysis Lab University of Vermont'}]",['Spatial Analysis Lab'],,,,uvm,https://dataverse.uvm.edu
